tweet_id,full_text,name,stage,rating_ratio,retweet_count,favorite_count,rating_numerator,rating_denominator,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,date,time,source,jpg_url
889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,puppo,1.3,8361,42097,13.0,10.0,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,Basenji,0.00463323,True,2017-07-25,01:55:32,Twitter for iPhone,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg
889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,Ted,,1.2,3721,23714,12.0,10.0,1,French Bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire Bullterrier,0.00149818,True,2017-07-25,00:10:02,Twitter for iPhone,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg
889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,Stuart,puppo,1.3,1885,13364,13.0,10.0,1,Golden Retriever,0.953442,True,Labrador Retriever,0.0138341,True,Redbone,0.00795775,True,2017-07-24,17:02:04,Twitter for iPhone,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Oliver,,1.3,4450,22155,13.0,10.0,1,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True,2017-07-24,00:19:32,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Jim,,1.2,3770,25677,12.0,10.0,1,Golden Retriever,0.714719,True,Tibetan Mastiff,0.1201839999999999,True,Labrador Retriever,0.1055059999999999,True,2017-07-23,00:22:39,Twitter for iPhone,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Zeke,,1.3,3544,22500,13.0,10.0,1,Golden Retriever,0.46976,True,Labrador Retriever,0.184172,True,English Setter,0.0734817,True,2017-07-22,16:56:37,Twitter for iPhone,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Ralphus,,1.3,2882,17346,13.0,10.0,3,Siberian Husky,0.700377,True,Eskimo Dog,0.166511,True,Malamute,0.111411,True,2017-07-22,00:23:06,Twitter for iPhone,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,,1.2,2901,19161,12.0,10.0,1,French Bulldog,0.995026,True,Pug,0.000931908,True,Bull Mastiff,0.000903211,True,2017-07-20,16:49:33,Twitter for iPhone,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,,1.3,4542,26664,13.0,10.0,1,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True,2017-07-19,16:06:48,Twitter for iPhone,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,,1.4,9865,40778,14.0,10.0,1,Limousine,0.130432,False,Tow Truck,0.0291754,False,Shopping Cart,0.0263208,False,2017-07-19,03:39:09,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,,1.3,8822,29616,13.0,10.0,1,Mexican Hairless,0.330741,True,Sea Lion,0.275645,False,Weimaraner,0.134203,True,2017-07-18,16:08:03,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,,1.2,4999,27007,12.0,10.0,1,Samoyed,0.733942,True,Eskimo Dog,0.0350295,True,Staffordshire Bullterrier,0.0297047,True,2017-07-18,00:07:08,Twitter for iPhone,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,,1.3,6329,30428,13.0,10.0,2,Chihuahua,0.793469,True,Toy Terrier,0.143528,True,Can Opener,0.0322529,False,2017-07-17,16:17:36,Twitter for iPhone,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,,1.3,2635,10509,13.0,10.0,1,Kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.0863463,True,2017-07-16,23:58:41,Twitter for iPhone,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,,1.3,3746,19770,13.0,10.0,1,Convertible,0.738995,False,Sports Car,0.139952,False,Car Wheel,0.0441726999999999,False,2017-07-16,20:14:00,Twitter for iPhone,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,pupper,1.2,2635,18571,12.0,10.0,1,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston Bull,7.55616e-05,True,2017-07-15,23:25:31,Twitter for iPhone,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,,1.3,5299,24553,13.0,10.0,1,Pug,0.943575,True,Shower Cap,0.0252856,False,Siamese Cat,0.00284892,False,2017-07-15,16:17:19,Twitter for iPhone,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,,1.2,5625,28642,12.0,10.0,1,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True,2017-07-14,22:10:11,Twitter for iPhone,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,,1.3,5339,31632,13.0,10.0,1,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True,2017-07-13,15:58:47,Twitter for iPhone,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,,1.3,3673,19283,13.0,10.0,4,Malamute,0.8124819999999999,True,Siberian Husky,0.0717125,True,Eskimo Dog,0.0557697,True,2017-07-12,16:03:00,Twitter for iPhone,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,,1.2,15054,67397,12.0,10.0,1,Italian Greyhound,0.259916,True,American Staffordshire Terrier,0.198451,True,Staffordshire Bullterrier,0.127725,True,2017-07-12,00:01:00,Twitter for iPhone,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,,1.3,4679,24420,13.0,10.0,1,Chow,0.822103,True,Norwich Terrier,0.106075,True,Norfolk Terrier,0.0373485,True,2017-07-11,20:47:12,Twitter for iPhone,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,,1.3,3918,21331,13.0,10.0,1,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True,2017-07-11,00:00:02,Twitter for iPhone,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,,1.4,4801,23893,14.0,10.0,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,2017-07-10,15:58:53,Twitter for iPhone,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,1.2,2510,17967,12.0,10.0,1,German Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian Elkhound,0.0491476,True,2017-07-09,21:29:42,Twitter for iPhone,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,,1.2,2867,19204,12.0,10.0,1,Doberman,0.610946,True,Miniature Pinscher,0.299603,True,Kelpie,0.0630203,True,2017-07-09,00:00:04,Twitter for iPhone,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,,1.35,8283,40239,13.5,10.0,1,Golden Retriever,0.943082,True,Labrador Retriever,0.032409,True,Kuvasz,0.00550072,True,2017-07-08,00:28:19,Twitter for iPhone,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,floofer,1.3,3089,19972,13.0,10.0,1,Chow,0.987997,True,Tibetan Mastiff,0.00709872,True,Newfoundland,0.00214033,True,2017-07-07,16:22:55,Twitter for iPhone,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,,1.3,5544,32555,13.0,10.0,2,Golden Retriever,0.949562,True,Labrador Retriever,0.0459479,True,Kuvasz,0.00247094,True,2017-07-07,00:17:54,Twitter for iPhone,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,,1.3,3250,21008,13.0,10.0,1,Eskimo Dog,0.4667779999999999,True,Siberian Husky,0.406044,True,Dingo,0.0734143999999999,False,2017-07-06,15:58:11,Twitter for iPhone,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,1.2,4106,24830,12.0,10.0,1,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.0155793999999999,True,2017-07-06,00:46:41,Twitter for iPhone,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,,1.3,5076,24633,13.0,10.0,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,2017-07-05,15:48:34,Twitter for iPhone,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,,1.3,9651,39238,13.0,10.0,1,Golden Retriever,0.762211,True,Labrador Retriever,0.0989848999999999,True,Cocker Spaniel,0.0171995,True,2017-07-04,16:01:23,Twitter for iPhone,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,,1.3,4092,25768,13.0,10.0,1,Web Site,0.949591,False,Dhole,0.0173258,False,Golden Retriever,0.00694063,True,2017-07-04,01:18:17,Twitter for iPhone,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,,1.2,2858,21465,12.0,10.0,1,Weimaraner,0.291539,True,Chesapeake Bay Retriever,0.278966,True,Koala,0.127017,False,2017-07-03,16:04:48,Twitter for iPhone,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,pupper,1.3,8973,44600,13.0,10.0,1,Saluki,0.529012,True,Afghan Hound,0.250003,True,Golden Retriever,0.160739,True,2017-07-03,00:11:11,Twitter for iPhone,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,pupper,1.4,13426,43493,14.0,10.0,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian Cat,0.114854,False,2017-07-02,15:32:16,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,,1.2,4503,20506,12.0,10.0,1,Tusker,0.473303,False,Indian Elephant,0.245646,False,Ibex,0.0556607,False,2017-07-01,21:49:04,Twitter for iPhone,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,,1.3,2337,15069,13.0,10.0,1,Street Sign,0.251801,False,Umbrella,0.115123,False,Traffic Light,0.0695338,False,2017-06-30,23:47:07,Twitter for iPhone,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,,1.2,3206,18733,12.0,10.0,1,Pembroke,0.791416,True,Norwich Terrier,0.0613929,True,Chihuahua,0.0337257,True,2017-06-30,19:35:32,Twitter for iPhone,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,,1.2,5225,25050,12.0,10.0,1,Golden Retriever,0.913255,True,Labrador Retriever,0.0263286,True,Cocker Spaniel,0.00937082,True,2017-06-29,16:39:47,Twitter for iPhone,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,,1.2,3476,23692,12.0,10.0,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525802999999999,True,2017-06-29,00:27:25,Twitter for iPhone,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,,1.1,3661,24359,11.0,10.0,1,Miniature Pinscher,0.120298,True,Rhodesian Ridgeback,0.106395,True,Beagle,0.106073,True,2017-06-28,16:09:20,Twitter for iPhone,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,,1.3,2937,19724,13.0,10.0,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True,2017-06-28,00:42:13,Twitter for iPhone,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,,1.2,2630,20721,12.0,10.0,1,German Short-Haired Pointer,0.479896,True,Vizsla,0.1243529999999999,True,Bath Towel,0.0733202,False,2017-06-27,00:10:17,Twitter for iPhone,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,,1.3,37507,92988,13.0,10.0,1,English Springer,0.383404,True,Boston Bull,0.134967,True,Cardigan,0.110481,True,2017-06-26,19:07:24,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,,1.2,2657,14873,12.0,10.0,1,Tricycle,0.663601,False,Labrador Retriever,0.0334961,True,Pembroke,0.0188266,True,2017-06-26,16:31:08,Twitter for iPhone,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,,1.1,3962,19835,11.0,10.0,1,Tabby,0.311861,False,Window Screen,0.169123,False,Egyptian Cat,0.132932,False,2017-06-25,18:56:45,Twitter for iPhone,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,,1.3,2249,16809,13.0,10.0,1,Vizsla,0.960513,True,Miniature Pinscher,0.00943065,True,American Staffordshire Terrier,0.0087113,True,2017-06-25,16:07:47,Twitter for iPhone,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,,1.3,3445,17155,13.0,10.0,2,Italian Greyhound,0.734684,True,Whippet,0.1504869999999999,True,Ibizan Hound,0.0397246,True,2017-06-25,00:45:22,Twitter for iPhone,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,,1.3,1079,6791,13.0,10.0,1,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.1285069999999999,True,2017-06-23,16:00:04,Twitter for iPhone,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,,1.4,5750,37165,14.0,10.0,1,French Bulldog,0.839097,True,Boston Bull,0.0787993999999999,True,Toy Terrier,0.0152433999999999,True,2017-06-23,01:10:23,Twitter for iPhone,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,,1.3,15849,69415,13.0,10.0,2,Chesapeake Bay Retriever,0.8379559999999999,True,Labrador Retriever,0.0620342,True,Weimaraner,0.0405991,True,2017-06-22,03:54:17,Twitter for iPhone,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,,1.2,3174,19923,12.0,10.0,1,Basset,0.995368,True,Welsh Springer Spaniel,0.00193621,True,Bathtub,0.000467919,False,2017-06-21,15:58:08,Twitter for iPhone,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,,1.3,4355,24188,13.0,10.0,1,Saluki,0.5099670000000001,True,Italian Greyhound,0.0904973,True,Golden Retriever,0.0794058,True,2017-06-21,00:06:44,Twitter for iPhone,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,,1.2,4640,23894,12.0,10.0,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,2017-06-20,16:29:50,Twitter for iPhone,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
